primaryHazard,city,countyCode,county,stateAbbreviation,zipcode,structureType,yearBuilt,estimatedPurchasePrice,insuranceType,ownerType,id
Flooding,Machesney Park,201,Winnebago,IL,61115,Residential,1963,217000,NFIP Insurance,Individual,32fd4354-46db-4976-b737-2baded8f8869
Flooding,Silver Spring,31,Montgomery,MD,20902,Residential,1947,2333000,NFIP Insurance,Individual,05a6db7a-4b2b-499c-8c79-77ecfd65b0fe
Flooding,Seaside Park,29,Ocean,NJ,8752,Residential,1947,210610,NFIP Insurance; Private Insurance,Individual,6d30fe6a-1ec4-4faa-8354-44e57b0666d2
Flooding,Evanston,31,Cook,IL,60202,Wastewater,1916,5220000,Self-Insured,Government,e7fc7381-4593-43a7-8dad-18861168ed10
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1974,243200,NFIP Insurance,Individual,6d084d83-27a1-4533-bab2-25fa53557605
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1979,287960,NFIP Insurance,Individual,ed98e85d-8f80-434e-a2f3-ff680b9029dc
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1978,264900,NFIP Insurance,Individual,e6e1b20e-175c-4908-b135-501d6a77a956
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1978,234780,NFIP Insurance,Individual,55bcf30a-d940-4418-9fcf-164d404f7784
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1978,301245,NFIP Insurance,Individual,4f4fbec2-1934-41cd-afe8-5727ecd22243
Flooding,Eureka,23,Juab,UT,84628,Water/flood,2020,476395,,Government,500507c0-c99c-4ded-92e6-3232b2a8deff
Flooding,North Miami Beach,86,Miami-Dade,FL,33160,Water/flood,1954,352236087,,Government,d0c9fad3-b448-4e7a-a212-e1132e012ef7
Flooding,Eureka,23,Juab,UT,84628,Water/flood,2005,50600,,Government,02db0f58-1ae5-4c09-85e1-12d2ff3dae74
Flooding,Eureka,23,Juab,UT,84628,Water/flood,2005,64000,,Government,6fc8c111-deb8-4f4c-97ba-c97e94ba4b3f
Flooding,Port St. Lucie,111,St. Lucie,FL,,Water/flood,1981,76083,Self-Insured,Government,42317849-c092-4689-ae7e-fd650d6edd5c
Flooding,Port St. Lucie,111,St. Lucie,FL,,Water/flood,1981,481343,Self-Insured,Government,bdf654fc-902e-495a-93b2-7741036337ec
Flooding,Port St. Lucie,111,St. Lucie,FL,,Water/flood,1981,466102,Self-Insured,Government,c0361053-ca38-4f49-bbfb-ca5e812de71b
Severe storm,Cottonwood,25,Yavapai,AZ,86326,Water (potable),1995,125000,Self-Insured,Government,55b43930-e6e3-4cdf-be9f-46cd5bdbe1cf
Flooding,Issaquah,33,King,WA,98027,Residential,1988,915000,NFIP Insurance,Individual,088aa2ce-5bbe-4cfc-a293-229209d75509
Flooding,Fort Smith,131,Sebastian,AR,74959,Residential,1930,69500,,Individual,321bfaa1-9b88-44b0-a36c-6bf563d25956
Flooding,Fort Smith,131,Sebastian,AR,72901,Residential,1980,52850,,Individual,bfbe37a2-35e8-4b30-9ea1-843ae7598f60
Flooding,Fort Smith,131,Sebastian,AR,72902,Residential,1960,61600,,Corporation,cf688fba-13b0-4b83-b9b6-d2f7f057ad3b
Flooding,Fort Smith,131,Sebastian,AR,72904,Residential,1965,49850,,Individual,9296b69a-1464-4b30-a330-14b6327e7f87
Flooding,Fort Smith,131,Sebastian,AR,72903,Residential,1962,105300,,Corporation,b9899673-b00e-4872-acc4-72b9dc174916
Flooding,Fort Smith,131,Sebastian,AR,72903,Residential,1960,110850,,Corporation,37349494-fb29-4247-856a-04a5a1092473
Flooding,Machensey Park,201,Winnebago,IL,61115,Residential,1964,252500,NFIP Insurance,Individual,602363c6-f3f2-4dd4-8eb4-394e4e2c79ae
Flooding,Hudson,101,Pasco,FL,34667,Residential,1968,211887,NFIP Insurance,Individual,1df549db-e770-48cf-92a0-ebe48beee81a
Flooding,St. Petersburg,103,Pinellas,FL,33703,Residential,1968,318733,NFIP Insurance,Individual,7c719e10-da1e-44a2-a657-8f44aab7c490
Earthquake,seattle,33,King,WA,,Transportation,1952,19239320,,Government,594d4e62-d9a1-488c-a82e-8f1238ea0401
Flooding,Panama City,5,Bay,FL,32405,Residential,1964,204979,NFIP Insurance; Private Insurance,Individual,3f218deb-eb60-42cc-a5f3-b647e6f7147a
Flooding,Panama City,5,Bay,FL,32405,Residential,1985,271524,NFIP Insurance; Private Insurance,Individual,2983e392-3085-4292-8018-8ab8995eb340
Flooding,Panama City,5,Bay,FL,32405,Residential,1984,339734,NFIP Insurance,Individual,d55cb21b-e7ff-4924-a832-7dc118f5ab40
Flooding,Panama City,5,Bay,FL,32405,Residential,1966,266630,NFIP Insurance; Private Insurance,Individual,575250ff-fa8c-4826-8560-b5b8e8a9069c
Flooding,Panama City,5,Bay,FL,32405,Residential,1966,238388,NFIP Insurance; Private Insurance,Individual,26ffae19-8e01-4e0c-bd83-3254c3c0e4f5
Flooding,Port Republic,9,Calvert,MD,20676,Residential,1988,612625,NFIP Insurance; Private Insurance,Individual,53f49e59-5698-434f-b08a-c59391de4a0a
Flooding,Myerstown,75,Lebanon,PA,,Wastewater,1994,179500,Private Insurance,Government,dc9fb4e0-efcb-42a5-87bb-842ad6627e75
Flooding,Houston,201,Harris,TX,77015,Residential,1960,3600000,NFIP Insurance,Business,e1402962-1d07-425b-9e71-3fc4b31e461e
Flooding,Wingate,19,Dorchester,MD,21675,Residential,1910,100000,NFIP Insurance,Individual,acc2c016-ca46-4581-ab65-c67faeada8e4
Flooding,Pequannock,27,Morris,NJ,7440,Residential,1962,251220,Private Insurance,Individual,c056185c-62a8-4171-bc8b-8d8e2cc51651
Flooding,Pequannock,27,Morris,NJ,7440,Residential,1950,252535,NFIP Insurance,Individual,ff557dad-9d39-42cb-8ee7-a62f71f8b6e0
Flooding,Crestwood,31,Cook,IL,60445,Residential,1969,20356,Self-Insured,Individual,cfc61219-9037-4188-a0c0-46c443568bf3
Flooding,Crestwood,31,Cook,IL,60445,Residential,1970,20356,Self-Insured,Individual,14936513-a5b5-4ce7-9821-17b8473b44fa
Flooding,Crestwood,31,Cook,IL,60445,Residential,1963,20356,Self-Insured,Individual,cccbbb94-78ef-44a4-a1a3-d63145e2428a
Flooding,Crestwood,31,Cook,IL,60445,Residential,1963,20356,Self-Insured,Individual,c9b63758-77bb-4b6f-8599-7966eb893da1
Flooding,Crestwood,31,Cook,IL,60445,Residential,1962,20356,Self-Insured,Individual,0de7d4e0-aa5f-45d1-bf1b-67bd7cfc3cea
Flooding,Crestwood,31,Cook,IL,60445,Residential,1964,20356,Self-Insured,Individual,e43508ca-e349-4951-8a60-6edf679b6bce
Flooding,Crestwood,31,Cook,IL,60445,Residential,1965,20356,Self-Insured,Individual,6ee91823-edff-4ebd-b557-542889420fc5
Flooding,Crestwood,31,Cook,IL,60445,Residential,1968,20356,Self-Insured,Individual,f40ee33b-406c-423e-9cab-456cac0817af
Flooding,Crestwood,31,Cook,IL,60445,Residential,1965,20356,Self-Insured,Individual,d4b24827-6357-4a7c-8404-c04d1e35d0ce
Flooding,Crestwood,31,Cook,IL,60445,Residential,1964,20356,Self-Insured,Individual,135dbc58-6db9-4c9c-b691-dbe06b01ebac
Flooding,Crestwood,31,Cook,IL,60445,Residential,1964,20356,Self-Insured,Individual,148677c9-290c-4f89-9fe9-7e510f92f688
Flooding,Crestwood,31,Cook,IL,60445,Residential,1964,20356,Self-Insured,Individual,9c8f024b-ee25-4224-814b-1984930b8937
Flooding,Crestwood,31,Cook,IL,60445,Residential,1967,20356,Self-Insured,Individual,c3f6cf8d-8466-4734-b5fa-21e87607de89
Flooding,Crestwood,31,Cook,IL,60445,Residential,1962,20356,Self-Insured,Individual,4c04c2b7-fd97-4181-9462-f3175d2121f8
Flooding,Crestwood,31,Cook,IL,60445,Residential,1964,20356,Self-Insured,Individual,f69f33f0-718f-4590-ac97-98e7aa5803e7
Flooding,Crestwood,31,Cook,IL,60445,Residential,1963,20356,Self-Insured,Individual,4322a384-0b03-4644-90ec-33992eee647a
Flooding,Crestwood,31,Cook,IL,60445,Residential,1967,20356,Self-Insured,Individual,6367ef5e-9a40-405c-b1f4-62909badd9e4
Flooding,Crestwood,31,Cook,IL,60445,Residential,1967,20356,Self-Insured,Individual,501ae5e5-7fcf-4063-aa60-246f518b7a02
Flooding,Crestwood,31,Cook,IL,60445,Residential,1966,20356,Self-Insured,Individual,d695ebd0-aaef-46ba-9faf-059316b82e94
Flooding,Crestwood,31,Cook,IL,60445,Residential,1963,20356,Self-Insured,Individual,47cc9c4a-cf0b-4665-8f0c-6e166c7da640
Flooding,Crestwood,31,Cook,IL,60445,Residential,1965,20356,Self-Insured,Individual,146ae2b0-c8ff-44cf-8c23-aaaa910181b2
Flooding,Crestwood,31,Cook,IL,60445,Residential,1965,20356,Self-Insured,Individual,7795d948-4096-4bae-85f3-c83dc6771747
Flooding,Crestwood,31,Cook,IL,60445,Residential,1965,20356,Self-Insured,Individual,c1d4a71a-6d28-4f11-8b4f-6c2df8e47e33
Flooding,Crestwood,31,Cook,IL,60445,Residential,1964,20356,Self-Insured,Individual,fc995b48-e8da-4e9e-b97a-664abe237167
Flooding,Crestwood,31,Cook,IL,60445,Residential,1964,20356,Self-Insured,Individual,18d9fb00-049b-41de-8951-b894a3675348
Flooding,Easton,41,Talbot,MD,21601,Utility and Miscellaneous,1952,4400000,NFIP Insurance; Private Insurance,Government,5f9b3d76-9ae8-4031-a687-402891a23284
Flooding,Fieldon,83,Jersey,IL,62031,Residential,1950,54164,,Individual,bc0d1c88-9ea2-47d5-acb9-db7ce72bb9da
Flooding,Godfrey,83,Jersey,IL,62035,Residential,1945,36724,,Individual,3381d918-7da0-4c26-90e5-f3b5cf77e666
Flooding,Fieldon,83,Jersey,IL,62031,Residential,1958,163904,,Individual,145f2489-1830-407d-941a-590edb617f3c
Flooding,Phoenixville,91,Montgomery,PA,19460,Residential,1875,225000,NFIP Insurance,Individual,6016d98e-7f8b-4f74-82d5-1d632e75856c
Flooding,Phoenixville,91,Montgomery,PA,19460,Residential,1750,197000,NFIP Insurance,Individual,aaaf83be-fa9b-4495-b295-1587279bed21
Flooding,New York,5,Bronx,NY,10474,Commercial,1972,2655028,Private Insurance,Government,aa0790fd-b584-46ee-8805-e671dd72e17a
Flooding,Slidell,103,St. Tammany,LA,70461,Residential,1983,349959,NFIP Insurance,Individual,7cfda3e6-b313-4680-bd34-938e014369dc
Flooding,Slidell,103,St. Tammany,LA,70458,Residential,1976,191084,NFIP Insurance,Individual,97d539d5-27ba-4f7c-98fa-e4d4223ffe29
Flooding,Pearl River,103,St. Tammany,LA,70452,Residential,1981,200809,NFIP Insurance,Individual,cefba476-a166-415b-9fdb-c19b8ab290a9
Flooding,Pearl River,103,St. Tammany,LA,70452,Residential,1974,279109,NFIP Insurance,Individual,65683133-739d-4af3-869e-a4548cbbd8c3
Flooding,Folsom,103,St. Tammany,LA,70437,Residential,1982,106134,NFIP Insurance,Individual,6831bde3-dda6-4f7e-b8c6-d87b229ab619
Flooding,Lacombe,103,St. Tammany,LA,70445,Residential,1970,192314,NFIP Insurance,Individual,7058788e-e3d8-4c7f-8390-b913c381d160
Flooding,Slidell,103,St. Tammany,LA,70460,Residential,1970,104859,NFIP Insurance,Individual,bd99f11d-ca77-4515-b6b6-8de456ea6d55
Flooding,Slidell,103,St. Tammany,LA,70460,Residential,1961,165659,NFIP Insurance,Individual,a5cde2e8-38f2-4bd6-9c01-cc33e1359cc7
Severe storm,Monroe,71,Orange,NY,10950,Government,1997,30650,,Government,19b327a5-0063-4781-9f65-d6060cc70e32
Severe storm,Monroe,71,Orange,NY,10950,Water (potable),1972,28225,Private Insurance,Government,1861d496-4074-415f-aedf-057357bc1c74
Flooding,Taylor Lake Village,201,Harris,TX,77586,Residential,1964,269220,NFIP Insurance,Individual,846fe087-88de-4043-9796-77de15fdd522
Flooding,Taylor Lake Village,201,Harris,TX,77586,Residential,1963,294780,NFIP Insurance,Individual,39ace88f-ec23-4920-bfa0-770640945f10
Flooding,Watseka,75,Iroquois,IL,60970,Residential,1922,69900,,Individual,d78ec219-46c8-4210-a60f-394028765dc5
Flooding,Watseka,75,Iroquois,IL,60970,Residential,1976,93900,,Individual,c3e88a2e-c033-4e3a-8cf5-6ecbfa2885b2
Flooding,Watseka,75,Iroquois,IL,60970,Residential,1976,103900,,Individual,ccfcf1ce-140f-43a1-8d20-d0568aaeb157
Flooding,Watseka,75,Iroquois,IL,60970,Residential,1952,64900,,Individual,cac6cf4f-14ed-4c94-93d5-ccff45e5e5c6
Flooding,Watseka,75,Iroquois,IL,60970,Residential,1948,67900,,Individual,dea9eb8d-2532-46e2-8c9b-9653e99ca332
Flooding,Watseka,75,Iroquois,IL,60970,Residential,1951,93900,,Individual,a387c81a-3771-48c7-9d79-61a0bb9d19d0
Flooding,Watseka,75,Iroquois,IL,60970,Residential,1890,83900,,Individual,c1a334cf-d725-43da-aa6d-cfa57de4437a
Flooding,Watseka,75,Iroquois,IL,60970,Residential,1963,66900,,Individual,04ebb2fd-51df-4e0a-9af9-45691f4eaf4d
Flooding,Watseka,75,Iroquois,IL,60970,Residential,1946,80900,,Individual,d079543a-2f76-4fec-bb9c-d2943c174592
Flooding,Watseka,75,Iroquois,IL,60970,Residential,1950,66900,,Estate/Trust,4b908d87-53ee-4c14-a3d2-c9eacf4a13c5
Flooding,Watseka,75,Iroquois,IL,60970,Residential,1984,64380,,Individual,30cae38a-4479-4d98-ad4f-7b14178b5324
Flooding,Watseka,75,Iroquois,IL,60970,Residential,1897,71900,,Individual,646b79bb-f786-43bc-a3de-c122978d1401
Flooding,Watseka,75,Iroquois,IL,60970,Residential,1969,114900,,Estate/Trust,cbdd2359-865f-4a75-9d09-23062dd025a5
Flooding,Watseka,75,Iroquois,IL,60970,Residential,1923,65900,,Individual,9210b510-5dd6-4a31-9c0c-58a856581c8a
Flooding,Watseka,75,Iroquois,IL,60970,Residential,1877,80900,,Individual,3071d65d-929a-468b-b133-e421eb00216c
Flooding,Watseka,75,Iroquois,IL,60970,Residential,1000,116900,,Individual,d3e13f5b-3415-4dde-a5aa-a7352d421734
Flooding,Watseka,75,Iroquois,IL,60970,Residential,1947,62900,,Individual,c811e7de-31db-4f16-94fd-dd16842d9636
Flooding,Long Beach,59,Nassau,NY,11561,Wastewater,1951,95566000,Private Insurance,Government,c5ad6918-1feb-42f3-8c9c-6c96bd99a84f
Flooding,Beaumont,245,Jefferson,TX,77705,Residential,1988,150150,,Individual,19c854a2-5e62-41eb-9b4e-25c3322886e5
Flooding,Southbury,9,New Haven,CT,6488,Transportation,1968,948150,,Government,4c7821d7-89f9-44da-b0e6-d208e91a2998
Flooding,Meriden,9,New Haven,CT,6450,Commercial,1920,282734,Self-Insured,Government,584fca02-7d03-4a6b-aa33-fbd47b99a156
Flooding,Niantic,11,New London,CT,6357,Wastewater,1990,300000,Private Insurance,Government,cca7a479-645e-4500-a012-231de1f611f9
Severe storm,Frankfort,73,Franklin,KY,,Water/flood,1970,4222453,Private Insurance,Government,37921c6c-9904-458c-93c5-15dbf57c3b7a
Flooding,Payson,49,Utah,UT,,Water/flood,1985,917788,,Government,7e431e48-466c-4650-bc43-bf01199ce6e1
Flooding,Long Beach,59,Nassau,NY,11561,Wastewater,1951,1409000,Private Insurance,Government,a3aa08f2-e781-4caa-adb7-550989afbd4e
Flooding,Denham Springs,63,Livingston,LA,70726,Assembly,1956,443648,NFIP Insurance,Religious institution,0bebe9da-28e0-4e60-bcfc-3b01f2d9e6d3
Flooding,Lincoln Park,27,Morris,NJ,7035,Residential,1922,241573,NFIP Insurance,Individual,325b14e6-f4ae-4715-95a1-41f92958758c
Flooding,Houston,201,Harris,TX,77074,Residential,1960,250424,NFIP Insurance,Individual,4fa585b4-ac6e-4232-a291-2675522a5fd6
Flooding,Stratford,1,Fairfield,CT,6615,Government,2010,15670078,,Government,36cf529b-343b-483e-a403-9af529007f91
Flooding,Lincoln Park,27,Morris,NJ,7035,Residential,1981,265432,NFIP Insurance,Individual,3b1da89c-622a-4d97-94b2-f1cbcf5d5fad
Flooding,Lincoln Park,27,Morris,NJ,7035,Residential,1924,307418,NFIP Insurance,Individual,46fa4aea-21b2-4604-a180-f5cb6babbad3
Flooding,Denham Springs,63,Livingston,LA,70726,Residential,1968,226451,Private Insurance,Individual,7263d537-01e1-4c2a-bc2e-c35636b034c3
Flooding,Nome,245,Jefferson,TX,77629,Residential,1965,202309,,Individual,1cca9f83-7b31-40cb-8507-67864bcf3caf
Flooding,Denham Springs,63,Livingston,LA,70726,Residential,2003,189882,NFIP Insurance,Individual,699bf91c-fa0d-4bd9-98a7-93428f55710e
Flooding,Denham Springs,63,Livingston,LA,70726,Residential,1968,181737,,Individual,0f3c7cfa-19a6-447a-8efa-5bd1d6e2bea6
Flooding,Stratford,1,Fairfield,CT,6615,Residential,1925,248850,NFIP Insurance,Individual,dda98ed5-ce91-4c18-8f05-ce4947a2cc81
Flooding,Denham Springs,63,Livingston,LA,70726,Residential,1980,120843,NFIP Insurance,Individual,9e92181a-6646-4306-9d15-227212c2d591
Flooding,Denham Springs,63,Livingston,LA,70726,Residential,1999,170296,Private Insurance,Individual,f5769893-a12d-4d19-acca-047a4c3a4800
Infrastructure failure,Bay City,321,Matagorda,TX,77414,Transportation,1943,4135547,,Government,e5ba8c3e-236d-4f81-b69e-f860efaa5f9f
Flooding,Denham Springs,63,Livingston,LA,70726,Residential,1976,187500,NFIP Insurance,Individual,e90da020-6ffa-47d9-ba85-f301e85effd4
Infrastructure failure,Bay City,321,Matagorda,TX,77414,Transportation,1957,1202083,,Government,9210b433-ff2f-4150-9aa6-06dc59d10e40
Flooding,Orange,9,New Haven,CT,6477,Residential,1971,278000,NFIP Insurance,Individual,9243a682-2176-4742-8050-81359480cd89
Flooding,Wareham,23,Plymouth,MA,2571,Utility and Miscellaneous,1970,800000,,Government,a976f804-a198-4564-80cb-0385da6cd3df
Flooding,Beaumont,245,Jefferson,TX,77705,Residential,1998,210120,NFIP Insurance,Individual,d6cc155f-705f-49dd-9eea-057997405c12
Flooding,Beaumont,245,Jefferson,TX,77705,Residential,1962,171675,NFIP Insurance,Individual,e2468f2b-2d3a-4bba-a6b4-73e372d03545
Flooding,Beaumont,245,Jefferson,TX,77705,Residential,2017,192703,NFIP Insurance,Individual,ea149a59-ab15-41eb-be34-ee01e4be1bcd
Flooding,Houston,201,Harris,TX,77084,Residential,1976,11325825,NFIP Insurance,Individual,0ac86972-4154-45a4-9f5a-6d8611a02419
Flooding,Beaumont,245,Jefferson,TX,77705,Residential,1978,170349,NFIP Insurance,Individual,cecb5c01-431c-45c6-aacd-22818c610bbe
Earthquake,Brigham City,3,Box Elder,UT,84302,Water (potable),1969,10763500,Self-Insured,Government,18e9fb32-5770-4652-b045-823450f7e87f
Flooding,Vestal,7,Broome,NY,13850,Water (potable),1966,1147508,Self-Insured,Government,6a0f0c2b-b8ad-42fc-a9f2-17b437035e73
Flooding,Ventnor,1,Atlantic,NJ,8406,Residential,1900,240071,NFIP Insurance,Individual,5654890d-bc27-44e3-996d-2d51d5df89c0
Flooding,Brigantine,1,Atlantic,NJ,8203,Residential,1962,175669,NFIP Insurance,Individual,12ca4494-09a0-4cab-9601-06fd7f245566
Flooding,Brigantine,1,Atlantic,NJ,8203,Residential,1957,198523,NFIP Insurance,Individual,22e92361-d1f3-42d2-8c23-051941c65fa9
Flooding,Ventnor,1,Atlantic,NJ,8406,Residential,1920,222054,NFIP Insurance,Individual,a191f9f1-a412-4df6-8ab8-3a68e9f13fa3
Flooding,Downe Township,11,Cumberland,NJ,8345,Residential,1935,139185,NFIP Insurance,Individual,374d5826-547b-428d-9cfc-e50e200e9f5a
Flooding,Whitesboro,65,Oneida,NY,13492,Transportation,1937,18857577,,Government,0e98c90d-5285-4940-a21a-70fbe1e29353
Tropical cyclone (Hurricane/Typhoon),Chauvin,109,Terrebonne,LA,70344,Education,1987,1727739,Self-Insured,Government,a9572620-e6de-4245-b3de-bc464d65bb8c
Earthquake,Reedsport,19,Douglas,OR,,Transportation,1967,1485000,Self-Insured,Government,05c04d0a-f418-4e6c-94bd-ae4a14e53340
Earthquake,Reedsport,19,Douglas,OR,,Transportation,1975,2328750,Self-Insured,Government,239f6deb-1d33-4b5b-82b6-2b68b0060c4a
Flooding,Houston,201,Harris,TX,77032,Residential,1957,137119,NFIP Insurance,Individual,0f7479a7-cf02-41d0-9c7b-cd644a2b1390
Infrastructure failure,Penn Yan,123,Yates,NY,,Wastewater,1972,1200000,Self-Insured,Government,0112fab0-655b-4bbf-8449-c7b832d37df4
Flooding,Roanoke,770,Roanoke,VA,24019,Residential,1962,241532,NFIP Insurance,Individual,3821050e-6bd0-4ae3-b300-a004d24bfb59
Flooding,Grimes,11,Colusa,CA,,Water/flood,1959,26000000,,Government,bfcbff06-6195-439b-8259-d5a4321bdaf9
Extreme temperature,New York,61,New York,NY,10029,Residential,1963,12475535,NFIP Insurance; Private Insurance,Government,6ff7e8cd-59fa-4b76-8a83-e9fc0cccfb5c
Extreme temperature,New York,61,New York,NY,10007,Residential,1963,12475535,,Government,38a0c1c9-85ce-45ba-8db2-6e87ef5e1c90
Flooding,Lindenhurst,103,Suffolk,NY,11757,Residential,1952,200000,NFIP Insurance,Individual,ae9f7b76-5940-4a69-8ba7-9be5cacb0748
Flooding,Mohawk,43,Herkimer,NY,13407,Residential,1900,118969,,Individual,498ff154-e77a-41eb-8900-60a93023ac33
Flooding,Mohawk,43,Herkimer,NY,13407,Residential,1900,118969,,Government,19954790-9796-4908-b2d3-27bf6d391581
Flooding,Barrington,17,Strafford,NH,3825,Bridge,1975,256100,,Individual,b294e04d-4494-46ad-a447-2856591e755c
Earthquake,Rohnert Park,97,Sonoma,CA,94928,Water (potable),1983,158779,Self-Insured,Government,8fca7cd9-9e4d-45da-b741-babcba0c6a05
Earthquake,Rohnert Park,97,Sonoma,CA,94928,Water (potable),1998,158779,Self-Insured,Government,fe60eb56-ef40-4b5a-8bd4-e70845a14dad
Earthquake,Rohnert Park,97,Sonoma,CA,94928,Water (potable),1998,158779,Self-Insured,Government,ab028968-dc92-4b07-b204-01961584d0e9
Biological incident,Walnutport,95,Northampton,PA,,Wastewater,1996,98020,Private Insurance,Government,ccb33d42-7e6f-4d96-9090-1a379bfb2be8
Biological incident,Walnutport,95,Northampton,PA,18088,Wastewater,1996,88343,Private Insurance,Government,50d0fc78-f605-4606-9c2e-f1e8f848b4e7
Flooding,Ford Heights,31,Cook,IL,60411,Residential,1967,62480,,Individual,f78e8acb-4604-4695-b369-1c0ae7f228f4
Flooding,Ford Heights,31,Cook,IL,60411,Residential,1976,57280,,Individual,b1266417-f6a9-4f31-96f0-1e9472588188
Flooding,Ford Heights,31,Cook,IL,60411,Residential,1970,63660,,Individual,68fd05e9-5198-4aec-854f-f971a630b817
Flooding,Ford Heights,31,Cook,IL,60411,Residential,1992,58300,,Individual,fb716b72-282d-4d8e-b22e-8147e5a926e9
Flooding,Ford Heights,31,Cook,IL,60411,Residential,1970,68440,,Individual,937bbcc2-ee02-4d3c-84ec-400770fbc4b4
Flooding,Ford Heights,31,Cook,IL,60411,Residential,1983,57880,,Individual,0936ca60-313a-44be-89df-32db9dcd849c
Flooding,Ford Heights,31,Cook,IL,60411,Residential,1970,63580,,Individual,b1ab2411-9edd-4880-8e67-95113c66d7d7
Flooding,Ford Heights,31,Cook,IL,60411,Residential,1970,63280,,Individual,ff58b2b7-c5e9-4083-8049-6363dc86999b
Flooding,Ford Heights,31,Cook,IL,60411,Residential,1971,75120,,Government,3e562452-9b83-4a2d-889d-d94320441617
Flooding,Ford Heights,31,Cook,IL,60411,Residential,1971,71080,,Individual,b8ab3fce-d87c-4870-ba84-91cdf12f0c12
Flooding,Ford Heights,31,Cook,IL,60411,Residential,1971,68180,,Individual,12c45a34-16ac-44c1-90ba-559800762915
Flooding,Ford Heights,31,Cook,IL,60411,Residential,1975,63800,,Individual,aa901cc3-ea9c-47d6-92c2-cb7c0c63bd08
Flooding,Ford Heights,31,Cook,IL,60411,Residential,1972,72500,,Individual,3e5b9a95-2658-4396-846e-ca3a941b78a2
Flooding,Ford Heights,31,Cook,IL,60411,Residential,1972,57200,,Individual,3e8f06f8-7865-4a89-ad47-cbbed70d1844
Flooding,Ford Heights,31,Cook,IL,60411,Residential,1972,59280,,Individual,b915b939-917e-49ee-a3fa-55c99cc2381a
Flooding,Ford Heights,31,Cook,IL,60411,Residential,1972,60080,,Individual,0f64ac54-2a0b-4d0e-a6fd-7b3be1be5057
Flooding,Ford Heights,31,Cook,IL,60411,Residential,1972,59900,,Individual,011799c8-074e-4a72-9e39-7bdb160f548c
Flooding,Ford Heights,31,Cook,IL,60411,Residential,1972,67880,,Individual,dffb99ca-ad63-4efe-8f29-e868dfd0d1bf
Flooding,Ford Heights,31,Cook,IL,60411,Residential,1973,73600,,Individual,09ffefd7-b29e-4986-835d-bd61dce6265c
Flooding,Ford Heights,31,Cook,IL,60411,Residential,1973,56960,,Individual,156e9d75-b189-4683-ae0d-155df031afa1
Flooding,Ford Heights,31,Cook,IL,60411,Residential,1972,98440,,Individual,157dcc1c-d112-4d4c-8736-17b1a031ef4a
Flooding,Ford Heights,31,Cook,IL,60411,Residential,1972,57260,,Individual,5a27fa22-fec8-444b-bfa0-a57457882618
Flooding,Ford Heights,31,Cook,IL,60411,Residential,1972,57240,,Individual,f80f1ac6-98c4-4aba-ab4e-55c61c4906a0
Flooding,Ford Heights,31,Cook,IL,60411,Residential,1972,56720,,Individual,1b129666-f50b-4a1d-bb72-fe3ac98ee729
Flooding,Ford Heights,31,Cook,IL,60411,Residential,1972,76320,,Individual,b948efb9-71db-478e-bfb9-ac1d522db8ca
Flooding,Ford Heights,31,Cook,IL,60411,Residential,1972,66700,,Individual,ba3dfd55-51d0-499d-baee-c9e29da632fe
Flooding,Ford Heights,31,Cook,IL,60411,Residential,1972,56920,,Estate/Trust,8cd493cc-75c2-4c58-a69b-dc195104dd1e
Flooding,Ford Heights,31,Cook,IL,60411,Residential,1973,59560,,Individual,fde11788-e61b-4b7c-9891-8d2024062757
Flooding,Ford Heights,31,Cook,IL,60411,Vacant land,,26360,,Individual,1f5a7474-e4cf-4ed0-bab6-616b96d54b8b
Flooding,Ford Heights,31,Cook,IL,60411,Vacant land,,23870,,Individual,26907590-2c43-4cee-89a0-8d152cbd2eb5
Flooding,Prospect,185,Oldham,KY,40059,Residential,1963,317700,NFIP Insurance,Individual,e5ce8f8b-97b9-4936-9f31-f26ec0f2de27
Earthquake,Rohnert Park,97,Sonoma,CA,94928,Water (potable),1973,158779,Self-Insured,Government,7f601932-6348-48b1-b281-69a77a0b1412
Earthquake,Rohnert Park,97,Sonoma,CA,94928,Water (potable),1976,158779,Self-Insured,Government,b9cb1f79-d9dc-41c7-9eea-b9d20711463d
Earthquake,Rohnert Park,97,Sonoma,CA,94928,Water (potable),1977,158779,Self-Insured,Government,c3fd3a3c-c587-4e78-a9c8-09c0519f19a2
Earthquake,Rohnert Park,97,Sonoma,CA,94928,Water (potable),1990,158779,Self-Insured,Government,f40e14e6-33d9-4699-9995-3cdbb2b1361a
Severe storm,Denver,31,Denver,CO,80205,Government,1984,710430,,Government,6e72a61a-7a56-4294-a327-a71eec799715
Severe storm,Denver,31,Denver,CO,80204,Government,1981,1052427,,Government,3ce5c0e0-0ee0-418b-926b-294b2d83dbfb
Flooding,Monte Rio,97,Sonoma,CA,95462,Residential,1978,304087,NFIP Insurance,Individual,ef270da8-8529-4a35-8d1d-223661c59136
Flooding,Splendora,339,Montgomery,TX,77372,Residential,1972,264157,NFIP Insurance,Individual,17cbbc92-685e-45c2-a908-c5024fe369bd
